36.0,39.1,20.1,21.6,42.3,26.0,34.0,61.4,36.1,6.1,0.0,56.3,38.5,54.1,85.6,74.2,72.4,58.2,63.3,63.7,43.1,53.0,40.5,43.7,32.8,43.9,31.1,24.4,12.1,60.8,45.3,47.4,46.4,32.8,37.6,49.5,35.0,48.9,72.8,57.7,59.5,30.1,58.4,58.4,75.1,12.5,27.0,24.2,48.5,57.6,64.0
46.3,26.1,46.3,36.8,26.5,47.3,24.7,18.4,31.0,50.8,56.3,0.0,18.4,27.9,31.4,22.6,16.3,49.9,7.3,13.9,17.0,12.2,33.7,17.1,28.3,18.1,30.4,31.9,46.5,12.6,11.3,27.3,43.7,40.0,22.8,19.0,21.5,10.0,27.2,28.3,7.2,27.6,5.1,18.6,21.0,43.8,36.1,36.4,38.5,38.4,29.7
37.6,19.8,32.1,18.4,15.3,34.9,13.0,25.0,16.1,32.8,38.5,18.4,0.0,24.4,49.4,39.4,34.7,49.4,25.0,25.7,13.6,20.2,28.3,7.6,11.2,15.8,18.8,14.6,29.8,26.6,7.1,26.8,39.6,30.4,7.3,15.2,6.7,14.3,41.2,33.7,21.0,9.2,21.6,28.1,38.8,25.9,18.4,22.2,36.4,40.7,38.1
61.9,43.9,54.4,33.0,12.0,58.3,37.4,13.9,18.1,48.1,54.1,27.9,24.4,0.0,54.7,49.0,38.3,72.9,29.0,20.6,36.1,38.0,52.5,17.0,22.2,38.3,43.0,35.4,49.5,40.5,24.2,49.7,63.8,54.7,19.3,10.0,31.1,32.8,54.9,54.2,23.0,26.9,33.0,45.7,46.0,43.0,27.2,45.3,60.1,63.0,56.9
65.8,48.9,71.9,67.6,57.0,70.7,51.9,41.2,62.2,80.6,85.6,31.4,49.4,54.7,0.0,12.1,16.5,58.0,26.6,34.2,42.6,32.8,52.9,48.3,59.7,42.2,56.0,61.5,74.7,25.0,42.4,44.0,58.2,61.7,54.2,48.4,50.9,36.8,19.0,36.7,32.6,58.6,27.8,29.5,10.6,73.5,67.4,63.0,52.2,46.1,32.1
53.8,36.9,59.9,57.1,49.0,58.6,40.3,36.7,53.5,69.4,74.2,22.6,39.4,49.0,12.1,0.0,13.0,47.3,20.1,29.8,31.1,21.2,40.9,39.6,50.2,30.5,44.2,50.4,63.0,13.5,32.7,32.0,46.5,49.7,44.9,41.2,40.0,25.8,9.4,25.1,26.0,48.4,18.0,17.5,5.0,62.4,57.7,51.2,40.4,35.1,21.2
58.3,39.1,61.1,53.0,40.7,61.1,39.8,25.0,46.1,67.0,72.4,16.3,34.7,38.3,16.5,13.0,0.0,56.3,10.3,18.0,31.0,22.4,45.2,32.4,44.2,31.3,44.9,48.0,62.3,16.0,27.6,37.0,53.2,53.0,38.6,32.0,37.4,24.2,21.9,33.2,16.2,43.8,14.3,23.3,8.5,60.0,52.0,51.5,47.3,44.0,31.3
22.4,29.7,38.1,55.4,64.6,32.4,37.6,67.8,64.0,57.0,58.2,49.9,49.4,72.9,58.0,47.3,56.3,0.0,55.0,63.8,36.8,37.7,21.9,56.1,57.7,34.7,34.2,46.5,47.0,40.9,48.8,23.3,12.0,26.1,56.3,63.0,43.6,41.2,39.0,23.1,57.1,52.3,46.5,33.2,51.6,52.3,61.1,37.7,13.0,12.4,26.1
53.1,33.0,53.6,43.3,30.5,54.5,32.0,16.8,35.8,57.7,63.3,7.3,25.0,29.0,26.6,20.1,10.3,55.0,0.0,10.3,24.1,17.7,40.3,22.2,34.1,25.0,37.7,38.9,53.7,14.9,18.0,33.2,49.7,47.0,28.4,21.8,28.6,17.0,26.9,32.4,6.1,34.1,8.5,22.2,17.1,50.8,41.9,43.7,44.3,43.0,32.5
59.2,39.1,57.1,42.5,25.5,59.0,36.0,7.0,31.8,57.8,63.7,13.9,25.7,20.6,34.2,29.8,18.0,63.8,10.3,0.0,29.8,26.1,47.1,20.1,31.9,31.3,42.0,40.3,55.5,24.8,20.0,41.1,57.4,52.6,26.4,16.3,31.1,23.4,37.2,41.9,6.7,33.6,17.7,31.8,26.2,51.3,39.4,47.1,52.3,52.2,42.5
29.4,9.2,30.1,27.5,28.6,30.4,9.2,32.2,29.6,38.4,43.1,17.0,13.6,36.1,42.6,31.1,31.0,36.8,24.1,29.8,0.0,9.9,17.5,19.4,24.1,2.2,13.9,19.7,32.0,17.7,12.0,13.6,28.3,23.0,20.9,26.2,10.2,7.1,30.4,20.2,23.3,20.1,16.8,16.2,32.2,31.4,30.1,20.6,24.1,27.3,25.0
36.1,16.8,39.4,36.7,33.4,38.9,19.1,30.4,36.0,48.3,53.0,12.2,20.2,38.0,32.8,21.2,22.4,37.7,17.7,26.1,9.9,0.0,23.0,23.3,31.4,9.4,23.3,29.4,41.9,7.8,15.1,15.5,32.0,30.6,27.0,28.2,19.2,6.0,21.2,16.4,19.4,28.5,9.2,8.1,22.5,41.2,38.3,30.2,26.6,26.2,19.0
13.2,8.6,21.6,33.7,43.3,18.4,15.8,49.7,42.2,37.9,40.5,33.7,28.3,52.5,52.9,40.9,45.2,21.9,40.3,47.1,17.5,23.0,0.0,35.5,35.8,15.8,12.4,24.7,28.5,29.4,29.2,8.9,11.3,9.2,34.8,42.8,22.0,23.8,36.1,18.4,40.5,30.4,32.1,23.4,43.7,32.1,39.2,17.1,9.2,17.3,24.8
45.2,26.9,39.3,22.4,10.0,42.4,20.6,18.1,13.9,37.7,43.7,17.1,7.6,17.0,48.3,39.6,32.4,56.1,22.2,20.1,19.4,23.3,35.5,0.0,12.0,21.6,26.4,21.0,36.2,28.1,8.2,33.0,46.8,38.0,6.4,7.6,14.3,17.5,43.1,38.6,17.0,13.6,21.6,31.4,38.1,31.3,19.8,29.6,43.2,46.6,42.2
42.4,28.2,32.7,11.2,10.2,37.2,20.1,28.8,6.4,26.7,32.8,28.3,11.2,22.2,59.7,50.2,44.2,57.7,34.1,31.9,24.1,31.4,35.8,12.0,0.0,26.2,24.2,13.9,27.3,37.6,17.5,36.4,46.9,35.4,5.7,16.8,14.6,25.5,52.4,44.3,29.0,5.7,32.2,39.2,49.2,21.0,7.8,24.4,44.7,50.3,49.0
28.2,8.0,30.0,29.1,30.9,29.8,10.0,34.0,31.8,39.4,43.9,18.1,15.8,38.3,42.2,30.5,31.3,34.7,25.0,31.3,2.2,9.4,15.8,21.6,26.2,0.0,13.9,21.0,32.6,17.2,14.1,11.4,26.4,22.0,23.1,28.3,12.0,8.1,29.2,18.1,24.7,22.0,17.3,14.8,31.9,32.4,32.1,20.8,22.0,25.1,23.1
18.9,8.1,16.2,21.4,32.6,17.0,6.1,43.0,30.6,27.3,31.1,30.4,18.8,43.0,56.0,44.2,44.9,34.2,37.7,42.0,13.9,23.3,12.4,26.4,24.2,13.9,0.0,12.4,19.2,31.1,22.2,16.8,22.8,11.7,24.2,34.0,12.1,20.9,41.9,26.9,36.0,18.6,30.7,27.6,45.8,20.9,26.9,7.1,21.6,29.0,33.1
29.1,19.0,19.0,9.1,23.8,23.3,11.4,39.1,20.0,19.1,24.4,31.9,14.6,35.4,61.5,50.4,48.0,46.5,38.9,40.3,19.7,29.4,24.7,21.0,13.9,21.0,12.4,0.0,15.3,37.0,21.0,28.1,34.9,22.2,16.3,28.1,10.6,24.8,50.1,37.7,35.5,8.5,34.1,35.8,50.9,12.0,14.8,10.6,34.0,41.1,43.4
25.3,27.2,9.5,17.1,37.5,15.8,22.8,54.3,32.3,10.0,12.1,46.5,29.8,49.5,74.7,63.0,62.3,47.0,53.7,55.5,32.0,41.9,28.5,36.2,27.3,32.6,19.2,15.3,0.0,49.7,36.1,35.4,35.0,21.1,31.0,43.0,25.1,38.3,61.1,45.7,50.6,23.0,48.0,46.8,64.2,7.8,24.2,12.2,36.7,45.6,52.0
42.6,24.2,47.0,43.9,38.0,46.2,26.9,30.5,41.6,56.0,60.8,12.6,26.6,40.5,25.0,13.5,16.0,40.9,14.9,24.8,17.7,7.8,29.4,28.1,37.6,17.2,31.1,37.0,49.7,0.0,20.4,21.0,37.1,37.6,32.8,31.4,26.6,12.5,15.0,17.9,18.9,35.3,7.6,7.6,14.8,48.9,44.9,38.0,31.3,28.6,17.7
40.2,20.6,37.1,25.5,18.2,39.1,16.1,20.9,21.2,39.7,45.3,11.3,7.1,24.2,42.4,32.7,27.6,48.8,18.0,20.0,12.0,15.1,29.2,8.2,17.5,14.1,22.2,21.0,36.1,20.4,0.0,25.5,40.2,33.2,12.4,14.2,11.2,9.2,35.4,30.5,14.6,16.3,14.8,23.2,31.9,32.8,25.1,27.1,36.1,38.8,34.0
21.8,9.1,29.7,37.0,42.1,27.2,17.0,44.7,42.4,44.0,47.4,27.3,26.8,49.7,44.0,32.0,37.0,23.3,33.2,41.1,13.6,15.5,8.9,33.0,36.4,11.4,16.8,28.1,35.4,21.0,25.5,0.0,16.5,18.0,34.0,39.7,21.8,18.0,27.2,10.3,34.4,31.6,24.7,14.6,34.9,37.6,41.3,23.3,11.2,13.9,16.6
11.2,19.8,26.3,43.7,54.6,20.9,27.0,60.4,53.3,45.0,46.4,43.7,39.6,63.8,58.2,46.5,53.2,12.0,49.7,57.4,28.3,32.0,11.3,46.8,46.9,26.4,22.8,34.9,35.0,37.1,40.2,16.5,0.0,14.0,46.1,54.0,33.3,34.0,39.8,21.6,50.7,41.3,41.2,30.0,50.2,40.3,49.7,25.7,6.1,14.2,26.9
7.2,14.0,13.0,30.4,44.2,9.2,17.5,54.1,41.7,31.0,32.8,40.0,30.4,54.7,61.7,49.7,53.0,26.1,47.0,52.6,23.0,30.6,9.2,38.0,35.4,22.0,11.7,22.2,21.1,37.6,33.2,18.0,14.0,0.0,35.8,45.6,23.7,30.0,45.2,27.6,46.3,29.7,39.2,32.2,52.2,26.3,36.9,12.1,15.8,25.1,33.9
43.0,26.6,35.2,16.2,8.5,39.0,19.1,23.8,9.0,31.6,37.6,22.8,7.3,19.3,54.2,44.9,38.6,56.3,28.4,26.4,20.9,27.0,34.8,6.4,5.7,23.1,24.2,16.3,31.0,32.8,12.4,34.0,46.1,35.8,0.0,12.0,12.8,21.0,47.7,41.0,23.3,8.0,26.9,35.0,43.8,25.5,13.5,26.0,43.3,47.9,45.3
52.8,34.2,46.7,27.9,9.2,50.0,28.2,12.1,15.6,43.4,49.5,19.0,15.2,10.0,48.4,41.2,32.0,63.0,21.8,16.3,26.2,28.2,42.8,7.6,16.8,28.3,34.0,28.1,43.0,31.4,14.2,39.7,54.0,45.6,12.0,0.0,21.9,22.8,46.2,44.3,15.8,20.0,24.1,36.1,38.8,37.5,23.7,37.1,50.2,53.0,47.2
30.9,13.9,26.0,17.5,21.3,28.4,6.4,31.3,20.6,29.7,35.0,21.5,6.7,31.1,50.9,40.0,37.4,43.6,28.6,31.1,10.2,19.2,22.0,14.3,14.6,12.0,12.1,10.6,25.1,26.6,11.2,21.8,33.3,23.7,12.8,21.9,0.0,14.2,40.3,30.0,25.7,10.0,23.4,26.2,40.3,22.7,20.0,16.0,30.5,35.7,35.1
36.2,16.0,37.0,31.4,27.5,37.5,15.7,26.6,30.0,43.8,48.9,10.0,14.3,32.8,36.8,25.8,24.2,41.2,17.0,23.4,7.1,6.0,23.8,17.5,25.5,8.1,20.9,24.8,38.3,12.5,9.2,18.0,34.0,30.0,21.0,22.8,14.2,0.0,26.9,21.5,16.8,22.8,9.8,14.0,26.2,36.8,32.6,27.3,29.2,30.5,24.7
48.3,34.0,56.6,57.8,53.0,54.4,39.1,43.7,56.6,68.5,72.8,27.2,41.2,54.9,19.0,9.4,21.9,39.0,26.9,37.2,30.4,21.2,36.1,43.1,52.4,29.2,41.9,50.1,61.1,15.0,35.4,27.2,39.8,45.2,47.7,46.2,40.3,26.9,0.0,18.4,32.3,49.6,22.1,14.4,14.4,61.6,59.5,48.9,33.8,27.2,13.2
30.0,19.0,39.8,46.4,48.4,36.8,26.3,46.7,49.8,54.2,57.7,28.3,33.7,54.2,36.7,25.1,33.2,23.1,32.4,41.9,20.2,16.4,18.4,38.6,44.3,18.1,26.9,37.7,45.7,17.9,30.5,10.3,21.6,27.6,41.0,44.3,30.0,21.5,18.4,0.0,35.4,40.0,24.2,10.3,29.0,47.8,50.0,33.5,15.5,10.8,6.4
52.8,32.6,51.5,38.8,24.6,53.0,30.1,11.7,30.2,53.7,59.5,7.2,21.0,23.0,32.6,26.0,16.2,57.1,6.1,6.7,23.3,19.4,40.5,17.0,29.0,24.7,36.0,35.5,50.6,18.9,14.6,34.4,50.7,46.3,23.3,15.8,25.7,16.8,32.3,35.4,0.0,29.7,11.4,25.5,23.2,47.0,36.8,41.4,45.6,45.6,36.4
36.8,23.1,27.5,9.2,15.2,31.8,14.9,31.6,12.0,24.2,30.1,27.6,9.2,26.9,58.6,48.4,43.8,52.3,34.1,33.6,20.1,28.5,30.4,13.6,5.7,22.0,18.6,8.5,23.0,35.3,16.3,31.6,41.3,29.7,8.0,20.0,10.0,22.8,49.6,40.0,29.7,0.0,30.8,35.9,48.0,17.7,10.0,18.9,39.4,45.4,45.1
45.0,25.2,46.8,39.8,31.3,47.1,25.5,23.0,35.4,53.2,58.4,5.1,21.6,33.0,27.8,18.0,14.3,46.5,8.5,17.7,16.8,9.2,32.1,21.6,32.2,17.3,30.7,34.1,48.0,7.6,14.8,24.7,41.2,39.2,26.9,24.1,23.4,9.8,22.1,24.2,11.4,30.8,0.0,14.1,17.2,46.1,39.8,37.2,35.7,34.7,25.0
36.4,19.8,42.8,43.7,41.4,41.2,24.7,37.0,44.0,54.1,58.4,18.6,28.1,45.7,29.5,17.5,23.3,33.2,22.2,31.8,16.2,8.1,23.4,31.4,39.2,14.8,27.6,35.8,46.8,7.6,23.2,14.6,30.0,32.2,35.0,36.1,26.2,14.0,14.4,10.3,25.5,35.9,14.1,0.0,20.4,47.2,45.9,34.7,24.0,21.0,11.2
56.8,38.9,61.8,57.0,47.1,60.9,41.4,33.1,52.0,70.0,75.1,21.0,38.8,46.0,10.6,5.0,8.5,51.6,17.1,26.2,32.2,22.5,43.7,38.1,49.2,31.9,45.8,50.9,64.2,14.8,31.9,34.9,50.2,52.2,43.8,38.8,40.3,26.2,14.4,29.0,23.2,48.0,17.2,20.4,0.0,62.9,56.9,52.7,44.1,39.3,25.7
31.6,28.8,16.6,10.0,31.0,22.8,22.5,49.2,25.3,7.1,12.5,43.8,25.9,43.0,73.5,62.4,60.0,52.3,50.8,51.3,31.4,41.2,32.1,31.3,21.0,32.4,20.9,12.0,7.8,48.9,32.8,37.6,40.3,26.3,25.5,37.5,22.7,36.8,61.6,47.8,47.0,17.7,46.1,47.2,62.9,0.0,16.8,15.0,41.0,49.4,53.9
43.6,32.6,31.4,7.2,15.5,36.8,24.3,35.8,9.1,21.0,27.0,36.1,18.4,27.2,67.4,57.7,52.0,61.1,41.9,39.4,30.1,38.3,39.2,19.8,7.8,32.1,26.9,14.8,24.2,44.9,25.1,41.3,49.7,36.9,13.5,23.7,20.0,32.6,59.5,50.0,36.8,10.0,39.8,45.9,56.9,16.8,0.0,25.0,48.4,54.9,55.1
18.6,15.0,10.0,18.4,34.0,13.0,11.7,47.2,30.6,20.9,24.2,36.4,22.2,45.3,63.0,51.2,51.5,37.7,43.7,47.1,20.6,30.2,17.1,29.6,24.4,20.8,7.1,10.6,12.2,38.0,27.1,23.3,25.7,12.1,26.0,37.1,16.0,27.3,48.9,33.5,41.4,18.9,37.2,34.7,52.7,15.0,25.0,0.0,26.0,34.4,39.8
15.6,16.6,28.8,43.0,51.6,24.2,24.6,55.8,51.0,46.4,48.5,38.5,36.4,60.1,52.2,40.4,47.3,13.0,44.3,52.3,24.1,26.6,9.2,43.2,44.7,22.0,21.6,34.0,36.7,31.3,36.1,11.2,6.1,15.8,43.3,50.2,30.5,29.2,33.8,15.5,45.6,39.4,35.7,24.0,44.1,41.0,48.4,26.0,0.0,9.4,21.0
24.8,22.4,38.1,50.2,55.9,33.6,30.6,56.6,56.3,55.1,57.6,38.4,40.7,63.0,46.1,35.1,44.0,12.4,43.0,52.2,27.3,26.2,17.3,46.6,50.3,25.1,29.0,41.1,45.6,28.6,38.8,13.9,14.2,25.1,47.9,53.0,35.7,30.5,27.2,10.8,45.6,45.4,34.7,21.0,39.3,49.4,54.9,34.4,9.4,0.0,14.0
36.1,25.1,46.2,52.0,52.2,43.1,32.0,48.0,54.2,60.4,64.0,29.7,38.1,56.9,32.1,21.2,31.3,26.1,32.5,42.5,25.0,19.0,24.8,42.2,49.0,23.1,33.1,43.4,52.0,17.7,34.0,16.6,26.9,33.9,45.3,47.2,35.1,24.7,13.2,6.4,36.4,45.1,25.0,11.2,25.7,53.9,55.1,39.8,21.0,14.0,0.0
